CustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned
12985,Hailey,Roberts,1958-05-11,M,F,70000,5,4,Graduate Degree,Professional,1,0
12986,Rachel,Garcia,1958-09-07,M,F,80000,5,0,Graduate Degree,Professional,1,0
12987,Felicia,Moreno,1969-05-12,M,F,90000,1,0,Graduate Degree,Management,0,0
12988,Barbara,Goel,1969-01-26,S,F,90000,1,0,Graduate Degree,Management,1,0
12989,Carly,Goel,1969-11-13,M,F,100000,1,0,Graduate Degree,Management,1,0
12990,Leslie,Hernandez,1969-10-15,S,F,100000,1,0,Graduate Degree,Management,1,0
12991,Jesus,Serrano,1968-03-12,M,M,60000,2,2,Bachelors,Professional,1,1
12992,Ernest,Zeng,1968-10-21,M,M,60000,2,2,Bachelors,Professional,1,1
12993,Xavier,Henderson,1968-12-26,M,M,60000,2,2,Bachelors,Professional,1,1
12994,Anna,Martinez,1970-04-09,S,F,80000,4,4,Graduate Degree,Management,1,1
12995,Grant,Nara,1970-09-02,M,M,80000,5,5,Graduate Degree,Management,1,2
12996,Jaclyn,Liu,1970-05-13,M,F,90000,2,0,Bachelors,Professional,1,0
12997,Nina,Xie,1968-05-11,M,F,60000,2,2,Bachelors,Professional,1,1
12998,Mayra,Mehta,1968-01-11,S,F,60000,2,2,Bachelors,Professional,0,1
12999,Nichole,Shen,1967-06-20,S,F,70000,5,5,Bachelors,Professional,1,3
13000,Rafael,Raje,1969-09-20,M,M,110000,1,0,Graduate Degree,Management,1,1
13001,Clarence,Zhang,1969-09-06,S,M,130000,1,0,Graduate Degree,Management,1,1
13002,Roger,Cai,1967-08-22,M,M,80000,5,5,Graduate Degree,Management,0,2
13003,Jill,Hernandez,1967-01-20,M,F,80000,5,5,Graduate Degree,Management,1,2
13004,Randy,Chen,1967-05-04,M,M,80000,5,5,Graduate Degree,Management,0,2
13005,Desiree,Alvarez,1966-08-15,M,F,80000,5,5,Graduate Degree,Management,0,3
13006,Whitney,Rana,1966-04-21,S,F,90000,0,0,Bachelors,Professional,0,0
13007,Brooke,Ward,1965-10-05,S,F,60000,2,2,Bachelors,Professional,0,1
13008,Alberto,Munoz,1965-07-09,M,M,60000,3,3,Bachelors,Professional,1,1
13009,Mindy,She,1965-03-11,M,F,60000,3,3,Bachelors,Professional,1,1
13010,Erica,Ye,1965-08-16,M,F,60000,3,3,Bachelors,Professional,1,2
13011,Anne,Ortega,1965-05-04,S,F,70000,0,0,Bachelors,Professional,0,1
13012,Krystal,Hu,1965-09-24,S,F,70000,0,0,Bachelors,Professional,0,1
13013,Vincent,Ye,1964-11-08,M,M,60000,4,4,Bachelors,Professional,0,1
13014,James,Clark,1968-07-13,M,M,100000,2,0,Bachelors,Management,1,2
13015,Rebecca,Parker,1968-07-11,S,F,100000,2,0,Bachelors,Management,0,3
13016,Antonio,Bryant,1968-07-04,M,M,110000,1,1,Graduate Degree,Management,1,2
13017,Xavier,Alexander,1979-02-16,M,M,30000,0,0,Partial College,Skilled Manual,1,1
13018,Brendan,Xie,1944-10-11,M,M,10000,5,0,High School,Skilled Manual,1,4
13019,Destiny,Murphy,1979-03-01,S,F,60000,0,0,Partial College,Skilled Manual,1,1
13020,Madalena,Sanchez,1945-05-10,M,M,10000,2,1,Partial High School,Clerical,1,2
13021,Kendra,Diaz,1946-07-09,S,F,30000,2,0,Partial College,Clerical,1,2
13022,Rafael,Ma,1947-08-24,M,M,10000,2,1,Partial High School,Clerical,1,2
13023,Dominique,Raman,1947-02-27,S,F,20000,4,0,High School,Skilled Manual,1,2
13024,Marc,Moreno,1947-03-09,M,M,30000,2,0,Partial College,Clerical,0,2
13025,Reginald,Serrano,1947-11-19,M,M,30000,2,0,Partial College,Clerical,0,2
13026,Colleen,Zheng,1948-04-15,S,F,10000,2,1,Partial High School,Clerical,1,2
13027,Jeremy,Patterson,1977-12-11,S,M,40000,0,0,Partial High School,Clerical,1,2
13028,Dalton,Thompson,1977-09-17,S,M,30000,0,0,Partial College,Skilled Manual,1,1
13029,Jennifer,Foster,1977-09-05,S,F,30000,0,0,Partial College,Skilled Manual,0,1
13030,Sophia,Lopez,1977-07-13,S,F,60000,0,0,Partial College,Skilled Manual,1,2
13031,Hunter,Shan,1977-02-16,S,M,60000,0,0,Partial College,Skilled Manual,0,2
13032,Kevin,Baker,1977-04-09,M,M,70000,0,0,Partial College,Skilled Manual,1,2
13033,Xavier,Gonzalez,1976-11-20,S,M,60000,0,0,Partial College,Skilled Manual,0,2
13034,Kelsey,Yuan,1949-02-27,S,F,20000,2,1,Partial High School,Clerical,1,2
13035,Kristy,Torres,1950-11-03,M,F,30000,3,0,Partial College,Clerical,0,2
13036,Virginia,Subram,1950-02-03,S,F,30000,3,0,Partial College,Clerical,1,2
13037,Terrence,Pal,1950-04-26,M,M,30000,3,0,High School,Skilled Manual,0,2
13038,Wilson,Pais,1950-02-01,M,M,40000,2,0,Bachelors,Management,0,2
13039,Trisha,Ma,1980-08-20,S,F,20000,0,0,Partial College,Skilled Manual,0,2
13040,Roy,Gonzalez,1951-09-20,M,M,30000,3,0,High School,Skilled Manual,1,2
13041,Cameron,Brown,1951-11-05,M,M,30000,3,0,High School,Skilled Manual,0,2
13042,Alison,Pal,1951-09-21,M,F,30000,3,0,High School,Skilled Manual,1,2
13043,Brenda,Madan,1952-04-25,M,F,30000,3,0,High School,Skilled Manual,0,2
13044,Katrina,Jai,1952-01-23,M,F,30000,3,0,High School,Skilled Manual,0,2
13045,Anne,Gomez,1952-11-13,M,F,30000,3,0,High School,Skilled Manual,1,2
13046,Jonathan,Rodriguez,1952-10-05,M,M,30000,3,0,High School,Skilled Manual,1,2
13047,Rodney,Vazquez,1952-09-02,M,M,40000,2,0,Partial College,Clerical,0,2
13048,Alexis,Hayes,1952-06-26,M,F,40000,2,0,Partial College,Skilled Manual,1,2
13049,Autumn,Wang,1953-07-06,M,F,40000,3,0,Partial College,Skilled Manual,0,2
13050,Dennis,Zeng,1953-12-19,M,M,40000,3,0,Partial College,Skilled Manual,0,2
13051,Ethan,Jones,1954-11-27,S,M,80000,2,0,Partial College,Skilled Manual,0,2
13052,Jared,Morris,1975-11-11,S,M,40000,0,0,Partial College,Skilled Manual,0,2
13053,Vincent,Lu,1975-05-16,S,M,40000,0,0,Partial College,Skilled Manual,0,2
13054,Bryce,Ward,1975-09-17,M,M,40000,0,0,Partial College,Skilled Manual,1,2
13055,Patrick,Gray,1975-10-19,S,M,30000,0,0,High School,Skilled Manual,1,2
13056,Morgan,Blue,1975-09-23,S,F,30000,0,0,High School,Skilled Manual,1,2
13057,Destiny,Powell,1975-06-21,S,F,30000,0,0,High School,Skilled Manual,1,2
13058,Ramon,Huang,1975-08-16,M,M,30000,0,0,High School,Skilled Manual,1,2
13059,Keith,Deng,1975-02-15,M,M,30000,0,0,High School,Skilled Manual,1,2
13060,Eugene,Zhu,1975-06-09,M,M,30000,0,0,High School,Skilled Manual,1,2
13061,Ethan,Anderson,1974-06-01,S,M,40000,0,0,High School,Skilled Manual,0,2
13062,Eduardo,Williams,1974-07-09,S,M,40000,0,0,High School,Skilled Manual,1,2
13063,Jessica,Johnson,1974-03-14,S,F,40000,0,0,High School,Skilled Manual,1,2
13064,Dalton,Parker,1974-03-17,S,M,40000,0,0,High School,Skilled Manual,0,2
13065,Morgan,Gonzalez,1974-04-21,S,F,30000,0,0,High School,Skilled Manual,0,2
13066,Carson,Perry,1974-09-25,S,M,30000,0,0,High School,Skilled Manual,0,2
13067,Olivia,Garcia,1974-11-25,S,F,30000,0,0,High School,Skilled Manual,1,2
13068,Alexandria,Morris,1974-02-18,S,F,30000,0,0,High School,Skilled Manual,0,2
13069,Adam,Green,1974-08-19,M,M,30000,0,0,High School,Skilled Manual,1,2
13070,Emma,Clark,1973-10-18,S,F,60000,0,0,Partial College,Skilled Manual,1,2
13071,Thomas,Walker,1973-05-11,M,M,60000,0,0,Partial College,Skilled Manual,1,2
13072,Emma,Rogers,1973-11-02,S,F,70000,0,0,Partial College,Professional,1,2
13073,Sydney,Lopez,1976-01-12,M,F,60000,0,0,Partial College,Professional,1,2
13074,Grace,Hughes,1976-09-12,M,F,60000,0,0,Partial College,Professional,1,2
13075,Kelvin,Lin,1955-04-11,M,M,80000,2,0,High School,Skilled Manual,0,2
13076,Craig,Munoz,1955-03-03,S,M,80000,2,0,High School,Skilled Manual,0,2
13077,Alejandro,Goel,1956-05-24,S,M,70000,2,0,High School,Skilled Manual,0,2
13078,Michele,Chande,1956-01-22,S,F,70000,2,0,High School,Skilled Manual,1,2
13079,Edwin,Bhat,1957-02-26,S,M,80000,2,0,High School,Professional,0,2
13080,Denise,Mehta,1957-05-18,S,F,80000,2,0,High School,Professional,0,2
13081,Krista,Ruiz,1957-03-24,S,F,80000,2,0,High School,Professional,0,2
13082,Juan,Peterson,1958-02-24,S,M,130000,0,1,Graduate Degree,Management,1,0
13083,Jordyn,Butler,1973-02-26,S,F,70000,0,0,Partial College,Professional,1,2
13084,Luis,Hughes,1974-10-14,S,M,30000,0,0,High School,Professional,0,2
13085,Daniel,Harris,1974-03-19,S,M,30000,0,0,Partial High School,Skilled Manual,1,2
13086,Blake,Nelson,1974-05-20,S,M,60000,0,0,Partial College,Professional,1,2
13087,Jeremy,Collins,1974-11-08,S,M,60000,0,0,Partial College,Professional,1,2
13088,Megan,Powell,1974-02-23,S,F,60000,0,0,Partial College,Professional,0,2
13089,Elizabeth,Alexander,1959-09-01,M,F,120000,1,2,Bachelors,Management,1,2
13090,Wayne,Tang,1959-06-01,S,M,130000,0,1,Graduate Degree,Management,0,3
13091,Deanna,Martin,1959-08-11,S,F,130000,0,1,Graduate Degree,Management,0,3
13092,William,Walker,1966-11-04,M,M,130000,0,1,Graduate Degree,Management,1,4
13093,Michelle,James,1957-10-15,S,F,80000,2,0,Partial High School,Skilled Manual,0,2
13094,Antonio,Diaz,1957-03-23,M,M,60000,2,0,High School,Professional,0,2
13095,Jordan,Griffin,1957-07-24,S,M,60000,2,0,High School,Professional,1,2
13096,Jonathan,Chen,1957-10-20,M,M,60000,2,0,High School,Professional,0,2
13097,Dalton,Hughes,1957-05-14,M,M,60000,2,0,High School,Professional,0,2
13098,Miguel,Russell,1957-10-07,M,M,60000,2,0,High School,Professional,0,2
13099,Jay,Romero,1957-08-04,M,M,70000,3,2,Partial College,Professional,0,0
13100,Jeremy,Perez,1957-07-16,M,M,80000,2,1,Bachelors,Management,0,0
13101,Alex,Sanchez,1957-10-07,S,M,90000,2,0,Partial College,Professional,1,1
13102,Mariah,Bryant,1957-09-19,S,F,90000,2,0,Partial College,Professional,1,1
13103,Brendan,Raji,1963-08-02,S,M,70000,0,0,Bachelors,Professional,0,1
13104,Gregory,Becker,1963-04-12,S,M,70000,0,0,Bachelors,Professional,0,1
13105,Whitney,Kovar,1962-07-02,M,F,60000,1,0,Bachelors,Professional,1,1
13106,Ebony,Munoz,1962-07-08,M,F,60000,1,0,Bachelors,Professional,1,1
13107,Mary,Nelson,1962-07-11,M,F,60000,1,0,Bachelors,Professional,1,1
13108,Curtis,Wang,1962-12-26,M,M,60000,1,0,Bachelors,Professional,1,1
13109,Cheryl,Navarro,1962-08-12,M,F,60000,1,0,Bachelors,Professional,1,1
13110,Levi,Mehta,1961-12-12,M,M,60000,1,0,Partial College,Skilled Manual,1,1
13111,Hannah,Butler,1961-08-16,S,F,60000,1,0,Partial College,Skilled Manual,1,1
13112,Bianca,Gao,1961-07-23,S,F,60000,1,0,Partial College,Skilled Manual,1,1
13113,Bryant,Sanchez,1966-07-14,S,M,100000,0,0,Bachelors,Professional,0,1
13114,Claudia,Zhang,1966-05-01,S,F,100000,0,0,Bachelors,Professional,0,1
13115,Clarence,Wu,1966-09-27,S,M,110000,0,0,Graduate Degree,Management,1,1
13116,Tyrone,Diaz,1966-05-08,S,M,110000,0,0,Graduate Degree,Management,0,2
13117,Evelyn,Rodriguez,1966-01-11,S,F,110000,0,0,Graduate Degree,Management,0,3
13118,Sydney,Cook,1960-07-08,M,F,60000,1,0,Partial College,Skilled Manual,1,1
13119,Jaclyn,Guo,1965-11-10,S,F,70000,0,0,Bachelors,Professional,0,1
13120,Levi,Weber,1965-07-09,M,M,80000,5,5,Bachelors,Professional,1,4
13121,Latasha,Jimenez,1965-03-22,M,F,80000,5,5,Bachelors,Professional,1,4
13122,Catherine,Cox,1965-08-02,M,F,80000,0,0,Bachelors,Professional,1,1
13123,Kelli,Raji,1964-05-04,S,F,70000,0,0,Bachelors,Professional,0,1
13124,Marco,Vance,1964-03-01,S,M,70000,0,0,Bachelors,Professional,0,1
13125,Alejandro,Hu,1964-07-08,S,M,70000,0,0,Bachelors,Professional,0,1
13126,Lydia,Suri,1964-02-04,S,F,70000,0,0,Bachelors,Professional,0,1
13127,Shane,Fernandez,1964-12-10,S,M,70000,0,0,Bachelors,Professional,0,1
13128,Colleen,West,1964-04-23,S,F,70000,0,0,Bachelors,Professional,0,1
13129,Joy,Ramos,1964-06-01,S,F,70000,0,0,Bachelors,Professional,1,1
13130,Dalton,Miller,1959-10-26,M,M,90000,1,0,Bachelors,Professional,1,1
13131,Briana,Diaz,1959-09-01,M,F,90000,1,0,Bachelors,Professional,1,1
13132,Casey,Vazquez,1959-02-21,S,M,90000,1,0,Bachelors,Professional,1,1
13133,Devon,Kennedy,1959-08-19,S,M,100000,5,0,Bachelors,Professional,1,1
13134,Sara,Morgan,1934-05-01,S,F,50000,1,0,Graduate Degree,Management,1,1
13135,Johnny,Rai,1957-08-03,S,M,80000,1,0,Partial College,Skilled Manual,1,1
13136,Virginia,Martinez,1936-11-12,M,F,30000,2,0,Partial College,Clerical,0,2
13137,Jacqueline,Simmons,1960-02-09,M,F,70000,5,4,Partial College,Skilled Manual,0,3
13138,Teresa,Alonso,1960-06-11,M,F,70000,5,4,Partial College,Skilled Manual,1,3
13139,Carmen,Perez,1956-02-09,S,F,70000,1,0,Partial College,Skilled Manual,0,1
13140,Jamie,Zhu,1953-04-10,M,F,40000,2,0,Bachelors,Management,1,1
13141,Walter,Hernandez,1953-10-08,M,M,40000,2,0,Bachelors,Management,1,1
13142,Xavier,Moore,1975-03-23,M,M,40000,0,0,High School,Skilled Manual,1,1
13143,Hannah,Jackson,1975-02-06,M,F,40000,0,0,High School,Skilled Manual,1,2
13144,Destiny,Stewart,1976-08-27,S,F,40000,0,0,High School,Skilled Manual,0,2
13145,Gilbert,Xu,1976-01-22,M,M,40000,0,0,High School,Skilled Manual,1,2
13146,Gabriella,Ramirez,1976-05-15,S,F,40000,0,0,High School,Skilled Manual,0,2
13147,Cedric,Lin,1980-08-23,M,M,30000,0,0,High School,Skilled Manual,0,2
13148,Tyler,Anderson,1980-04-01,M,M,30000,0,0,High School,Skilled Manual,1,2
13149,Linda,Ferrier,1946-02-18,M,F,10000,5,0,High School,Skilled Manual,1,2
13150,Lacey,Yang,1937-06-10,S,F,30000,2,0,Partial College,Clerical,1,2
13151,Ethan,Moore,1978-12-06,S,M,40000,0,0,High School,Skilled Manual,1,2
13152,Gabrielle,Butler,1978-02-16,M,F,40000,0,0,High School,Skilled Manual,1,2
13153,Jack,Hill,1979-10-18,S,M,40000,0,0,High School,Skilled Manual,1,2
13154,Aaron,Lal,1979-07-22,M,M,40000,0,0,High School,Skilled Manual,0,2
13155,Jay,Gutierrez,1939-04-11,M,M,60000,2,0,Graduate Degree,Management,1,1
13156,Bradley,Lal,1940-07-06,M,M,30000,2,0,Partial College,Clerical,0,2
13157,Heidi,Gonzalez,1940-02-23,M,F,30000,2,0,Partial College,Clerical,0,2
13158,Casey,Xu,1941-03-14,M,F,40000,2,0,Bachelors,Management,1,2
13159,Roberto,Ramos,1941-10-14,M,M,40000,2,0,Bachelors,Management,1,2
13160,Willie,Xu,1943-02-07,M,M,70000,2,0,Graduate Degree,Management,1,1
13161,Jose,Moore,1976-04-24,M,M,40000,0,0,High School,Skilled Manual,1,2
13162,Nina,Nath,1976-04-22,S,F,40000,0,0,Partial College,Skilled Manual,1,1
13163,Noah,Lopez,1976-03-09,M,M,40000,0,0,Partial College,Skilled Manual,1,1
13164,Olivia,Ward,1976-05-04,S,F,40000,0,0,Partial College,Skilled Manual,1,1
13165,Wyatt,Walker,1976-09-21,S,M,40000,0,0,Partial College,Skilled Manual,0,1
13166,Kyle,Chen,1976-03-13,M,M,40000,0,0,Partial College,Skilled Manual,0,1
13167,Mario,Tang,1974-07-04,S,M,30000,0,0,Partial College,Skilled Manual,0,1
13168,Hannah,Price,1974-03-19,S,F,30000,0,0,Partial College,Skilled Manual,1,1
13169,Caleb,Griffin,1972-03-03,S,M,80000,0,0,Bachelors,Management,0,1
13170,Sebastian,Reed,1972-01-08,S,M,80000,0,0,Bachelors,Management,1,1
13171,Catherine,Torres,1968-06-08,S,F,80000,0,0,Bachelors,Management,1,1
13172,Isabella,Cook,1968-09-18,S,F,80000,0,0,Bachelors,Management,0,1
13173,Dalton,Brooks,1968-09-14,M,M,80000,0,0,Bachelors,Management,0,1
13174,Gabriella,Morris,1968-05-04,S,F,80000,0,0,Bachelors,Management,0,1
13175,Noah,Smith,1968-02-10,M,M,90000,4,4,Bachelors,Management,1,1
13176,Kurt,Chander,1967-09-01,S,M,130000,0,0,Graduate Degree,Management,0,2
13177,Taylor,Rogers,1963-02-27,S,F,70000,0,0,Partial College,Skilled Manual,0,2
13178,Megan,Gray,1963-04-18,S,F,80000,4,3,Bachelors,Management,1,0
13179,Adrian,Sanchez,1942-06-19,M,M,80000,5,0,Bachelors,Management,1,2
13180,Leslie,Sanz,1942-02-22,M,F,80000,5,0,Bachelors,Management,1,2
13181,Brian,Morgan,1942-12-23,M,M,90000,5,0,Bachelors,Management,1,2
13182,Jeremy,Bennett,1942-11-18,M,M,90000,5,0,Bachelors,Management,0,2
13183,Christian,Jenkins,1942-07-21,M,M,90000,5,0,Bachelors,Management,1,2
13184,Miguel,Perez,1942-08-27,M,M,90000,5,0,Bachelors,Management,1,2
13185,William,Lee,1942-12-28,M,M,100000,2,3,Graduate Degree,Management,1,3
13186,Marcus,Sanders,1942-11-24,M,M,110000,2,4,Graduate Degree,Management,0,2
13187,Evan,Wright,1942-08-17,M,M,110000,2,4,Graduate Degree,Management,1,2
13188,Anthony,Davis,1942-01-20,M,M,120000,2,4,Graduate Degree,Management,1,3
13189,Gloria,Romero,1942-04-04,S,F,120000,2,4,Graduate Degree,Management,1,3
13190,Jonathan,Diaz,1942-02-09,S,M,120000,2,4,Graduate Degree,Management,1,3
13191,Emma,Rodriguez,1943-07-18,M,F,90000,5,0,Bachelors,Management,1,2
13192,Hunter,Martinez,1943-03-16,M,M,110000,2,4,Bachelors,Management,1,2
13193,Kevin,Evans,1943-05-09,M,M,110000,2,4,Bachelors,Management,1,2
13194,Kevin,Carter,1943-08-27,M,M,110000,2,4,Bachelors,Management,1,2
13195,Aaron,Perry,1943-11-28,M,M,110000,2,4,Bachelors,Management,1,2
13196,Kimberly,Sanders,1943-11-02,M,F,110000,2,4,Bachelors,Management,0,3
13197,Katherine,Smith,1943-12-27,M,F,120000,2,4,Graduate Degree,Management,1,3
13198,Cindy,Gray,1943-10-16,M,F,120000,2,4,Bachelors,Management,1,4
13199,Timothy,Stewart,1943-06-25,S,M,130000,2,3,Bachelors,Management,0,4
13200,Jessica,Miller,1943-07-10,M,F,130000,2,3,Bachelors,Management,0,4
13201,Nicholas,Davis,1944-08-23,S,M,70000,4,0,Bachelors,Management,1,2
13202,Natasha,Romero,1944-04-19,S,F,70000,4,0,Bachelors,Management,0,2
13203,Bailey,Bell,1944-04-12,S,F,70000,4,0,Bachelors,Management,1,2
13204,Savannah,Parker,1944-08-07,S,F,70000,4,0,Bachelors,Management,1,2
13205,Jerome,Torres,1944-08-09,M,M,70000,5,0,Bachelors,Management,1,2
13206,Emily,Flores,1945-06-22,S,F,70000,5,0,Bachelors,Management,1,2
13207,Kenneth,Rai,1945-10-11,M,M,70000,5,0,Bachelors,Management,1,2
13208,Cassidy,Bryant,1945-10-02,S,F,70000,5,0,Bachelors,Management,1,3
13209,Alexandria,Bailey,1945-07-17,M,F,60000,4,0,Bachelors,Management,1,2
13210,Ethan,Simmons,1945-05-27,M,M,60000,4,0,Bachelors,Management,1,2
13211,James,Jai,1945-12-12,M,M,60000,4,0,Bachelors,Management,1,2
13212,Logan,Phillips,1945-08-10,M,M,60000,4,0,Bachelors,Management,1,2
13213,Courtney,King,1946-03-02,M,F,60000,4,0,Bachelors,Management,1,2
13214,Elijah,Adams,1946-12-21,M,M,60000,4,0,Bachelors,Management,1,3
13215,Colleen,Sharma,1946-05-01,M,F,60000,5,0,Bachelors,Management,1,3
13216,Mary,Mitchell,1946-09-15,M,F,60000,5,0,Bachelors,Management,1,3
13217,Julian,Alexander,1946-04-26,S,M,60000,5,0,Bachelors,Management,1,3
13218,Melissa,Bryant,1946-01-28,M,F,60000,5,0,Bachelors,Management,1,3
13219,Rafael,Shan,1946-02-22,M,M,60000,5,0,Bachelors,Management,1,3
13220,Isabella,Hernandez,1946-07-28,M,F,70000,3,1,Bachelors,Management,1,1
13221,Madeline,Hall,1946-12-06,M,F,70000,3,1,Bachelors,Management,1,1
13222,Arturo,Liu,1946-03-02,M,M,70000,4,1,Bachelors,Management,0,1
13223,Noah,Lee,1946-07-09,S,M,70000,4,1,Bachelors,Management,1,1
13224,Amanda,Brooks,1946-02-11,M,F,70000,4,1,Bachelors,Management,1,1
13225,Jesus,Suarez,1947-06-22,M,M,60000,5,0,Bachelors,Management,0,3
13226,Jenna,Mitchell,1947-03-13,M,F,60000,5,0,Bachelors,Management,1,3
13227,Alexander,Wilson,1947-05-25,M,M,60000,5,0,Bachelors,Management,1,3
13228,Thomas,Sanchez,1947-05-01,M,M,60000,5,0,Bachelors,Management,1,3
13229,Dylan,Wang,1947-08-06,M,M,70000,4,1,Bachelors,Management,1,1
13230,Chloe,Bryant,1947-03-11,M,F,70000,4,1,Bachelors,Management,1,1
13231,Alexia,Ross,1948-10-11,M,F,40000,2,1,High School,Professional,1,2
13232,Kaitlyn,Baker,1948-10-20,S,F,60000,2,1,Partial College,Professional,1,1
13233,Richard,Coleman,1948-12-05,M,M,60000,2,1,Partial College,Professional,1,1
13234,Robert,Lewis,1948-08-22,S,M,60000,2,1,Partial College,Professional,1,1
13235,Jonathan,Robinson,1948-09-22,M,M,60000,2,1,Partial College,Professional,1,2
13236,Robert,Wang,1948-05-25,M,M,60000,2,1,Partial College,Professional,1,2
13237,Devin,Stewart,1948-04-22,M,M,70000,4,1,Bachelors,Management,0,2
13238,John,Williams,1948-10-26,M,M,70000,4,1,Bachelors,Management,1,2
13239,Matthew,Thomas,1949-04-15,M,M,40000,2,1,Partial High School,Skilled Manual,1,2
13240,Blake,Foster,1949-11-09,M,M,60000,2,1,Bachelors,Management,1,0
13241,Natalie,Ward,1950-01-05,M,F,40000,2,1,Partial High School,Skilled Manual,1,2
13242,Kyle,Yang,1950-05-09,S,M,70000,4,2,Partial College,Professional,1,1
13243,Alyssa,Davis,1951-11-13,S,F,70000,2,1,High School,Professional,1,2
13244,Jose,Sharma,1951-10-22,M,M,70000,2,1,High School,Professional,1,2
13245,Angel,Scott,1951-06-24,M,M,60000,2,1,Partial College,Professional,0,1
13246,Hailey,Perez,1952-01-26,M,F,60000,3,1,High School,Professional,1,2
13247,Zachary,Chen,1952-05-14,M,M,60000,3,1,High School,Professional,1,2
13248,Isabella,Martinez,1952-03-06,M,F,60000,3,1,High School,Professional,1,2
13249,Ryan,Perry,1952-07-21,M,M,70000,4,2,Partial College,Professional,1,2
13250,Jordan,King,1952-02-23,M,F,70000,4,2,Partial College,Professional,1,2
13251,Raymond,Malhotra,1958-02-16,M,M,130000,2,3,Partial College,Professional,1,4
13252,Bianca,Lu,1958-07-03,M,F,130000,2,4,Partial College,Professional,1,2
13253,Carly,Xie,1958-05-20,M,F,130000,2,4,Partial College,Professional,1,2
13254,Beth,Gomez,1958-01-23,M,F,150000,1,3,Partial College,Professional,1,3
13255,Lance,Blanco,1957-03-26,M,M,130000,2,4,Partial College,Professional,1,2
13256,Abby,Subram,1957-11-13,S,F,130000,2,4,Partial College,Professional,0,2
13257,Jon,Chander,1957-07-06,M,M,130000,2,4,Partial College,Professional,1,2
13258,Anne,Dominguez,1957-03-03,M,F,130000,2,4,Partial College,Professional,1,2
13259,Allen,Garcia,1957-11-07,M,M,130000,2,4,Partial College,Professional,0,2
13260,James,Flores,1957-10-09,M,M,130000,3,4,Partial College,Professional,1,2
13261,Lindsey,Andersen,1957-04-05,M,F,130000,3,4,Partial College,Professional,0,2
13262,Jaime,Nara,1957-10-21,M,M,150000,2,3,High School,Professional,1,4
13263,Kate,Anand,1956-04-24,S,F,110000,2,4,Partial College,Professional,1,4
13264,Melanie,Sanchez,1956-05-23,M,F,120000,3,4,High School,Professional,1,4
13265,Luke,Adams,1956-01-22,S,M,120000,3,4,High School,Professional,1,4
13266,Samuel,Wang,1956-07-14,M,M,70000,3,0,Partial College,Professional,0,2
13267,Matthew,Moore,1932-03-05,M,M,30000,4,0,High School,Professional,0,2
13268,Katherine,Parker,1932-07-24,M,F,40000,3,0,Partial College,Professional,0,2
13269,Rachel,Martin,1932-03-08,S,F,50000,2,0,Graduate Degree,Management,0,2
13270,Mason,Baker,1933-10-27,S,M,50000,2,0,Graduate Degree,Management,1,2
13271,Ryan,Anderson,1933-12-20,M,M,50000,2,0,Graduate Degree,Management,1,2
13272,Jordan,Gonzalez,1933-04-14,S,F,90000,3,0,Graduate Degree,Management,1,1
13273,Elizabeth,Lee,1933-02-01,S,F,110000,1,2,Graduate Degree,Management,1,2
13274,Joshua,Lee,1965-04-03,S,M,90000,4,4,Partial College,Professional,1,3
13275,Carlos,Murphy,1965-08-27,M,M,100000,3,1,Bachelors,Management,1,4
13276,Sarah,Johnson,1965-03-20,M,F,100000,3,1,Bachelors,Management,1,4
13277,Nathan,Brown,1965-08-25,S,M,100000,4,1,Partial College,Professional,1,4
13278,Jorge,Hu,1965-11-09,S,M,110000,2,2,Bachelors,Management,1,3
13279,Rachel,Howard,1965-11-02,M,F,130000,1,1,Graduate Degree,Management,1,4
13280,Bailey,Adams,1964-08-19,M,F,90000,5,5,Partial College,Professional,1,3
13281,Brent,Li,1964-05-17,M,M,110000,4,2,Bachelors,Management,1,4
13282,Madison,Price,1964-06-14,M,F,120000,4,2,Partial College,Professional,1,4
13283,Dakota,Griffin,1956-12-20,M,M,80000,3,0,Partial College,Professional,0,2
13284,Victoria,Butler,1956-08-10,M,F,80000,3,0,Partial College,Professional,0,2
13285,Kara,Chavez,1963-06-10,M,F,80000,4,3,Partial College,Professional,1,2
13286,Hannah,Rodriguez,1963-10-10,S,F,90000,0,0,Partial College,Professional,0,1
13287,Brandon,Rodriguez,1963-09-03,S,M,110000,4,2,Bachelors,Management,1,4
13288,Jackson,Lopez,1963-09-20,M,M,120000,4,3,Partial College,Professional,1,3
13289,Alexandria,Coleman,1962-02-26,M,F,70000,5,4,Partial College,Professional,1,3
13290,Jordan,Campbell,1962-07-02,M,M,80000,5,4,Partial College,Professional,1,3
13291,Nina,Xu,1962-02-25,M,F,80000,5,4,Partial College,Professional,1,3
13292,Paula,Carlson,1962-08-12,S,F,90000,5,4,Partial College,Professional,1,4
13293,Barbara,Lu,1962-07-13,M,F,110000,1,3,Bachelors,Management,1,2
13294,Cassidy,Hughes,1961-06-11,M,F,80000,5,4,Partial College,Professional,1,3
13295,Jasmine,Jackson,1961-10-23,M,F,90000,4,3,High School,Professional,1,2
13296,Seth,Anderson,1961-05-21,M,M,110000,1,3,Bachelors,Management,1,3
